Date,Âge,Sexe,cooling type,Building_type,Climate,Season,Tair,tr,Tout,vel,RH,clo,Met,thermal_sensation,thermal_preference,TSV_3p,lat,lon,Trm_ema_28,Tout_ema_28,RHout_ema_28,precip_ema_28,sunshine_ema_h_28,wind_ema_28,Trm_ema_14,Tout_ema_14,RHout_ema_14,precip_ema_14,sunshine_ema_h_14,wind_ema_14,Trm_ema_7,Tout_ema_7,RHout_ema_7,precip_ema_7,sunshine_ema_h_7,wind_ema_7
08-04-04,25,male,naturally ventilated,office,Cfb,summer,31.6,31.6,20.0,0.34,41.0,0.49,1.2,2,-1.0,1.0,45.75,4.85,23.067729,23.067729,59.614445,1.462337,12.709057,9.97141,24.343578,24.343578,59.075285,1.294831,13.010684,8.464925,24.757057,24.757057,56.121256,1.5,13.065404,6.889655
08-04-04,23,male,naturally ventilated,office,Cfb,summer,32.2,32.0,20.0,0.22,42.0,0.45,1.2,2,-1.0,1.0,45.75,4.85,23.067729,23.067729,59.614445,1.462337,12.709057,9.97141,24.343578,24.343578,59.075285,1.294831,13.010684,8.464925,24.757057,24.757057,56.121256,1.5,13.065404,6.889655
08-04-04,23,male,naturally ventilated,office,Cfb,summer,23.2,23.9,22.9,0.16,46.0,0.56,1.2,-1,1.0,-1.0,45.75,4.85,23.067729,23.067729,59.614445,1.462337,12.709057,9.97141,24.343578,24.343578,59.075285,1.294831,13.010684,8.464925,24.757057,24.757057,56.121256,1.5,13.065404,6.889655
08-05-04,26,male,naturally ventilated,office,Cfb,summer,31.8,31.5,21.0,0.39,46.0,0.6,1.4,1,-1.0,1.0,45.75,4.85,22.490945,22.490945,61.183336,3.371539,12.007877,8.746685,24.464332,24.464332,59.511173,1.173825,12.720811,8.576944,24.776453,24.776453,61.260119,1.5,12.312666,6.165157
08-05-04,26,male,naturally ventilated,office,Cfb,summer,31.6,31.6,21.0,0.32,46.0,0.59,1.4,2,-1.0,1.0,45.75,4.85,22.490945,22.490945,61.183336,3.371539,12.007877,8.746685,24.464332,24.464332,59.511173,1.173825,12.720811,8.576944,24.776453,24.776453,61.260119,1.5,12.312666,6.165157
08-05-04,42,male,naturally ventilated,office,Cfb,summer,25.8,26.8,21.0,0.07,57.0,0.49,1.2,1,-1.0,1.0,45.75,4.85,22.490945,22.490945,61.183336,3.371539,12.007877,8.746685,24.464332,24.464332,59.511173,1.173825,12.720811,8.576944,24.776453,24.776453,61.260119,1.5,12.312666,6.165157
08-05-04,50,female,naturally ventilated,office,Cfb,summer,26.5,25.8,21.0,0.07,49.0,0.48,1.35,-1,0.0,-1.0,45.75,4.85,22.490945,22.490945,61.183336,3.371539,12.007877,8.746685,24.464332,24.464332,59.511173,1.173825,12.720811,8.576944,24.776453,24.776453,61.260119,1.5,12.312666,6.165157
08-05-04,23,male,naturally ventilated,office,Cfb,summer,25.7,27.5,21.0,0.2,45.0,0.48,1.0,1,0.0,1.0,45.75,4.85,22.490945,22.490945,61.183336,3.371539,12.007877,8.746685,24.464332,24.464332,59.511173,1.173825,12.720811,8.576944,24.776453,24.776453,61.260119,1.5,12.312666,6.165157
08-05-04,24,male,naturally ventilated,office,Cfb,summer,31.5,31.3,21.0,0.26,47.0,0.58,1.15,3,-1.0,1.0,45.75,4.85,22.490945,22.490945,61.183336,3.371539,12.007877,8.746685,24.464332,24.464332,59.511173,1.173825,12.720811,8.576944,24.776453,24.776453,61.260119,1.5,12.312666,6.165157
08-05-04,25,male,naturally ventilated,office,Cfb,summer,30.9,30.9,21.0,0.35,43.0,0.53,1.2,1,0.0,1.0,45.75,4.85,22.490945,22.490945,61.183336,3.371539,12.007877,8.746685,24.464332,24.464332,59.511173,1.173825,12.720811,8.576944,24.776453,24.776453,61.260119,1.5,12.312666,6.165157
08-05-04,23,male,naturally ventilated,office,Cfb,summer,31.5,31.3,21.0,0.26,47.0,0.45,1.15,1,0.0,1.0,45.75,4.85,22.490945,22.490945,61.183336,3.371539,12.007877,8.746685,24.464332,24.464332,59.511173,1.173825,12.720811,8.576944,24.776453,24.776453,61.260119,1.5,12.312666,6.165157
08-05-04,23,female,naturally ventilated,office,Cfb,summer,25.9,27.2,21.0,0.16,45.0,0.51,1.075,1,0.0,1.0,45.75,4.85,22.490945,22.490945,61.183336,3.371539,12.007877,8.746685,24.464332,24.464332,59.511173,1.173825,12.720811,8.576944,24.776453,24.776453,61.260119,1.5,12.312666,6.165157
08-05-04,23,male,naturally ventilated,office,Cfb,summer,24.5,24.7,21.0,0.15,45.0,0.56,1.175,0,0.0,0.0,45.75,4.85,22.490945,22.490945,61.183336,3.371539,12.007877,8.746685,24.464332,24.464332,59.511173,1.173825,12.720811,8.576944,24.776453,24.776453,61.260119,1.5,12.312666,6.165157
08-06-04,26,male,naturally ventilated,office,Cfb,summer,32.3,32.0,22.0,0.31,42.0,0.41,1.1,1,-1.0,1.0,45.75,4.85,22.279059,22.279059,60.86364,1.071777,12.698717,8.538833,23.830027,23.830027,63.046781,2.337234,11.552026,7.713934,23.815419,23.815419,66.188229,1.425,11.725101,6.974403
08-06-04,26,male,naturally ventilated,office,Cfb,summer,31.5,31.8,22.0,0.37,45.0,0.46,1.325,2,-1.0,1.0,45.75,4.85,22.279059,22.279059,60.86364,1.071777,12.698717,8.538833,23.830027,23.830027,63.046781,2.337234,11.552026,7.713934,23.815419,23.815419,66.188229,1.425,11.725101,6.974403
08-06-04,26,male,naturally ventilated,office,Cfb,summer,32.3,32.3,22.0,0.13,43.0,0.4,1.3,1,-1.0,1.0,45.75,4.85,22.279059,22.279059,60.86364,1.071777,12.698717,8.538833,23.830027,23.830027,63.046781,2.337234,11.552026,7.713934,23.815419,23.815419,66.188229,1.425,11.725101,6.974403
08-06-04,42,male,naturally ventilated,office,Cfb,summer,29.2,29.5,22.0,0.55,45.0,0.46,1.2,1,-1.0,1.0,45.75,4.85,22.279059,22.279059,60.86364,1.071777,12.698717,8.538833,23.830027,23.830027,63.046781,2.337234,11.552026,7.713934,23.815419,23.815419,66.188229,1.425,11.725101,6.974403
08-06-04,24,male,naturally ventilated,office,Cfb,summer,32.1,31.9,22.0,0.24,43.0,0.61,1.2,2,-1.0,1.0,45.75,4.85,22.279059,22.279059,60.86364,1.071777,12.698717,8.538833,23.830027,23.830027,63.046781,2.337234,11.552026,7.713934,23.815419,23.815419,66.188229,1.425,11.725101,6.974403
08-06-04,23,male,naturally ventilated,office,Cfb,summer,32.1,31.9,22.0,0.24,43.0,0.45,1.2,1,-1.0,1.0,45.75,4.85,22.279059,22.279059,60.86364,1.071777,12.698717,8.538833,23.830027,23.830027,63.046781,2.337234,11.552026,7.713934,23.815419,23.815419,66.188229,1.425,11.725101,6.974403
07-06-04,41,female,naturally ventilated,office,Cfb,summer,27.3,27.9,21.6,0.15,48.0,0.44,1.325,1,-1.0,1.0,45.75,4.85,20.815892,20.815892,55.080686,0.545796,13.343567,9.14111,21.086096,21.086096,54.6992,0.652469,13.387881,9.650255,21.277142,21.277142,49.980158,0.65,13.884616,8.842625
07-06-04,36,female,naturally ventilated,office,Cfb,summer,27.3,27.9,21.6,0.15,48.0,0.6,1.5,3,-1.0,1.0,45.75,4.85,20.815892,20.815892,55.080686,0.545796,13.343567,9.14111,21.086096,21.086096,54.6992,0.652469,13.387881,9.650255,21.277142,21.277142,49.980158,0.65,13.884616,8.842625
07-06-04,18,female,naturally ventilated,office,Cfb,summer,27.3,27.9,21.6,0.15,48.0,0.46,1.475,2,-1.0,1.0,45.75,4.85,20.815892,20.815892,55.080686,0.545796,13.343567,9.14111,21.086096,21.086096,54.6992,0.652469,13.387881,9.650255,21.277142,21.277142,49.980158,0.65,13.884616,8.842625
07-08-04,41,female,naturally ventilated,office,Cfb,summer,24.2,26.7,18.9,0.26,44.0,0.5,1.5,1,0.0,1.0,45.75,4.85,21.378076,21.378076,54.706551,0.603668,13.152307,9.781654,21.187948,21.187948,56.4229,0.543816,13.291488,8.543381,21.638625,21.638625,57.537752,0.834375,12.875679,9.293153
07-08-04,36,female,naturally ventilated,office,Cfb,summer,25.3,26.9,18.9,0.09,43.0,0.6,1.25,0,0.0,0.0,45.75,4.85,21.378076,21.378076,54.706551,0.603668,13.152307,9.781654,21.187948,21.187948,56.4229,0.543816,13.291488,8.543381,21.638625,21.638625,57.537752,0.834375,12.875679,9.293153
07-08-04,18,female,naturally ventilated,office,Cfb,summer,25.3,26.9,18.9,0.09,43.0,0.49,1.125,1,0.0,1.0,45.75,4.85,21.378076,21.378076,54.706551,0.603668,13.152307,9.781654,21.187948,21.187948,56.4229,0.543816,13.291488,8.543381,21.638625,21.638625,57.537752,0.834375,12.875679,9.293153
07-08-04,24,male,naturally ventilated,office,Cfb,summer,24.2,26.7,18.9,0.26,44.0,0.66,1.325,1,-1.0,1.0,45.75,4.85,21.378076,21.378076,54.706551,0.603668,13.152307,9.781654,21.187948,21.187948,56.4229,0.543816,13.291488,8.543381,21.638625,21.638625,57.537752,0.834375,12.875679,9.293153
07-15-04,41,female,naturally ventilated,office,Cfb,summer,27.0,26.8,19.9,0.06,40.0,0.47,1.2,0,0.0,0.0,45.75,4.85,19.27346,19.27346,59.302037,1.492286,12.861093,9.302012,18.468206,18.468206,61.451249,1.866393,12.70178,9.078478,16.995087,16.995087,66.238337,3.957202,11.871469,9.317735
07-15-04,36,female,naturally ventilated,office,Cfb,summer,27.2,27.2,19.9,0.04,38.0,0.56,1.175,1,-1.0,1.0,45.75,4.85,19.27346,19.27346,59.302037,1.492286,12.861093,9.302012,18.468206,18.468206,61.451249,1.866393,12.70178,9.078478,16.995087,16.995087,66.238337,3.957202,11.871469,9.317735
07-15-04,18,female,naturally ventilated,office,Cfb,summer,27.2,27.2,19.9,0.04,38.0,0.46,1.3,2,-1.0,1.0,45.75,4.85,19.27346,19.27346,59.302037,1.492286,12.861093,9.302012,18.468206,18.468206,61.451249,1.866393,12.70178,9.078478,16.995087,16.995087,66.238337,3.957202,11.871469,9.317735
07-15-04,49,female,naturally ventilated,office,Cfb,summer,27.5,28.1,19.9,0.05,38.0,0.44,1.2,1,-1.0,1.0,45.75,4.85,19.27346,19.27346,59.302037,1.492286,12.861093,9.302012,18.468206,18.468206,61.451249,1.866393,12.70178,9.078478,16.995087,16.995087,66.238337,3.957202,11.871469,9.317735
03-07-05,28,female,naturally ventilated,office,Cfb,winter,22.0,21.1,-2.5,0.04,20.2,0.43,1.05,-1,1.0,-1.0,45.75,4.85,0.4471129999999999,0.4471129999999999,73.456138,1.82893,7.82942,10.876265,-0.553715,-0.553715,72.879264,1.826354,8.23724,11.157175,-0.62534,-0.62534,70.051306,2.324609,8.090105,13.230471
03-07-05,27,male,naturally ventilated,office,Cfb,winter,22.2,23.1,-1.1,0.0,25.9,0.99,1.2,0,0.0,0.0,45.75,4.85,0.4471129999999999,0.4471129999999999,73.456138,1.82893,7.82942,10.876265,-0.553715,-0.553715,72.879264,1.826354,8.23724,11.157175,-0.62534,-0.62534,70.051306,2.324609,8.090105,13.230471
03-07-05,30,male,naturally ventilated,office,Cfb,winter,22.1,21.2,-1.1,0.07,24.0,1.0,1.4,1,0.0,1.0,45.75,4.85,0.4471129999999999,0.4471129999999999,73.456138,1.82893,7.82942,10.876265,-0.553715,-0.553715,72.879264,1.826354,8.23724,11.157175,-0.62534,-0.62534,70.051306,2.324609,8.090105,13.230471
03-07-05,45,male,naturally ventilated,office,Cfb,winter,22.1,22.8,2.4,0.07,21.1,1.16,1.25,1,0.0,1.0,45.75,4.85,0.4471129999999999,0.4471129999999999,73.456138,1.82893,7.82942,10.876265,-0.553715,-0.553715,72.879264,1.826354,8.23724,11.157175,-0.62534,-0.62534,70.051306,2.324609,8.090105,13.230471
03-07-05,30,female,naturally ventilated,office,Cfb,winter,23.8,24.3,2.4,0.07,22.0,0.76,1.35,0,0.0,0.0,45.75,4.85,0.4471129999999999,0.4471129999999999,73.456138,1.82893,7.82942,10.876265,-0.553715,-0.553715,72.879264,1.826354,8.23724,11.157175,-0.62534,-0.62534,70.051306,2.324609,8.090105,13.230471
03-07-05,49,female,naturally ventilated,office,Cfb,winter,21.7,22.5,2.4,0.05,24.0,0.51,1.125,0,0.0,0.0,45.75,4.85,0.4471129999999999,0.4471129999999999,73.456138,1.82893,7.82942,10.876265,-0.553715,-0.553715,72.879264,1.826354,8.23724,11.157175,-0.62534,-0.62534,70.051306,2.324609,8.090105,13.230471
03-08-05,26,male,naturally ventilated,office,Cfb,winter,23.4,22.9,1.9,0.06,26.0,0.71,1.2,0,0.0,0.0,45.75,4.85,0.464874,0.464874,72.243096,1.854521,7.828735,11.170015,-0.728399,-0.728399,71.99594,1.700837,8.262942,11.550665,-0.722614,-0.722614,71.849921,2.293457,7.984713,11.724785
03-08-05,27,male,naturally ventilated,office,Cfb,winter,22.8,23.4,1.0,0.04,28.0,0.91,1.3,1,0.0,1.0,45.75,4.85,0.464874,0.464874,72.243096,1.854521,7.828735,11.170015,-0.728399,-0.728399,71.99594,1.700837,8.262942,11.550665,-0.722614,-0.722614,71.849921,2.293457,7.984713,11.724785
03-08-05,30,male,naturally ventilated,office,Cfb,winter,21.7,21.6,1.0,0.02,30.0,0.91,1.2,0,0.0,0.0,45.75,4.85,0.464874,0.464874,72.243096,1.854521,7.828735,11.170015,-0.728399,-0.728399,71.99594,1.700837,8.262942,11.550665,-0.722614,-0.722614,71.849921,2.293457,7.984713,11.724785
03-08-05,45,male,naturally ventilated,office,Cfb,winter,23.3,21.8,1.8,0.05,27.0,0.64,1.05,0,0.0,0.0,45.75,4.85,0.464874,0.464874,72.243096,1.854521,7.828735,11.170015,-0.728399,-0.728399,71.99594,1.700837,8.262942,11.550665,-0.722614,-0.722614,71.849921,2.293457,7.984713,11.724785
03-08-05,30,female,naturally ventilated,office,Cfb,winter,23.8,24.9,1.8,0.04,28.0,0.78,1.2,0,0.0,0.0,45.75,4.85,0.464874,0.464874,72.243096,1.854521,7.828735,11.170015,-0.728399,-0.728399,71.99594,1.700837,8.262942,11.550665,-0.722614,-0.722614,71.849921,2.293457,7.984713,11.724785
03-08-05,49,female,naturally ventilated,office,Cfb,winter,21.7,21.9,3.6,0.05,27.0,0.51,1.2,0,0.0,0.0,45.75,4.85,0.464874,0.464874,72.243096,1.854521,7.828735,11.170015,-0.728399,-0.728399,71.99594,1.700837,8.262942,11.550665,-0.722614,-0.722614,71.849921,2.293457,7.984713,11.724785
03-09-05,26,male,naturally ventilated,office,Cfb,winter,22.8,22.2,2.4,0.09,25.0,0.59,1.3,0,0.0,0.0,45.75,4.85,0.642297,0.642297,74.488713,1.899037,7.456757,10.712715,-0.233825,-0.233825,73.515909,1.834367,7.112038,11.468662,0.434992,0.434992,75.598439,2.345093,6.573615,12.534668
03-10-05,26,male,naturally ventilated,office,Cfb,winter,23.6,23.3,5.4,0.04,27.0,0.74,1.2,1,0.0,1.0,45.75,4.85,0.764651,0.764651,75.953509,1.768069,6.998275,11.023346,0.270452,0.270452,74.258939,1.56281,6.559339,11.326277,1.195156,1.195156,80.862674,2.840039,4.438196,13.021111
03-10-05,27,male,naturally ventilated,office,Cfb,winter,24.2,24.7,6.9,0.06,24.0,0.56,1.3,1,0.0,1.0,45.75,4.85,0.764651,0.764651,75.953509,1.768069,6.998275,11.023346,0.270452,0.270452,74.258939,1.56281,6.559339,11.326277,1.195156,1.195156,80.862674,2.840039,4.438196,13.021111
03-10-05,30,male,naturally ventilated,office,Cfb,winter,22.3,22.5,6.9,0.07,31.0,1.09,1.4,1,0.0,1.0,45.75,4.85,0.764651,0.764651,75.953509,1.768069,6.998275,11.023346,0.270452,0.270452,74.258939,1.56281,6.559339,11.326277,1.195156,1.195156,80.862674,2.840039,4.438196,13.021111
03-10-05,45,male,naturally ventilated,office,Cfb,winter,24.0,22.5,7.7,0.02,27.0,0.88,1.15,1,-1.0,1.0,45.75,4.85,0.764651,0.764651,75.953509,1.768069,6.998275,11.023346,0.270452,0.270452,74.258939,1.56281,6.559339,11.326277,1.195156,1.195156,80.862674,2.840039,4.438196,13.021111
03-10-05,49,female,naturally ventilated,office,Cfb,winter,23.4,23.4,8.0,0.04,28.0,0.47,1.2,2,-1.0,1.0,45.75,4.85,0.764651,0.764651,75.953509,1.768069,6.998275,11.023346,0.270452,0.270452,74.258939,1.56281,6.559339,11.326277,1.195156,1.195156,80.862674,2.840039,4.438196,13.021111
03-11-05,26,male,naturally ventilated,office,Cfb,winter,24.2,24.0,7.8,0.05,24.0,0.59,1.2,1,0.0,1.0,45.75,4.85,0.948953,0.948953,76.700673,3.458083,6.018739,11.87874,0.71039,0.71039,74.189062,1.354435,7.179536,11.945795,1.628771,1.628771,80.378698,1.115552,5.972266,13.616927
03-11-05,27,male,naturally ventilated,office,Cfb,winter,23.1,23.3,2.4,0.09,23.0,0.73,1.4,0,0.0,0.0,45.75,4.85,0.948953,0.948953,76.700673,3.458083,6.018739,11.87874,0.71039,0.71039,74.189062,1.354435,7.179536,11.945795,1.628771,1.628771,80.378698,1.115552,5.972266,13.616927
03-11-05,30,male,naturally ventilated,office,Cfb,winter,24.0,22.9,2.4,0.08,24.0,0.67,1.4,2,-1.0,1.0,45.75,4.85,0.948953,0.948953,76.700673,3.458083,6.018739,11.87874,0.71039,0.71039,74.189062,1.354435,7.179536,11.945795,1.628771,1.628771,80.378698,1.115552,5.972266,13.616927
03-11-05,45,male,naturally ventilated,office,Cfb,winter,24.3,24.8,4.4,0.06,25.0,1.08,1.125,1,-1.0,1.0,45.75,4.85,0.948953,0.948953,76.700673,3.458083,6.018739,11.87874,0.71039,0.71039,74.189062,1.354435,7.179536,11.945795,1.628771,1.628771,80.378698,1.115552,5.972266,13.616927
03-11-05,30,female,naturally ventilated,office,Cfb,winter,25.4,25.7,4.4,0.04,24.0,0.81,1.2,0,0.0,0.0,45.75,4.85,0.948953,0.948953,76.700673,3.458083,6.018739,11.87874,0.71039,0.71039,74.189062,1.354435,7.179536,11.945795,1.628771,1.628771,80.378698,1.115552,5.972266,13.616927
03-11-05,49,female,naturally ventilated,office,Cfb,winter,24.4,25.3,9.6,0.04,27.0,0.34,1.2,1,-1.0,1.0,45.75,4.85,0.948953,0.948953,76.700673,3.458083,6.018739,11.87874,0.71039,0.71039,74.189062,1.354435,7.179536,11.945795,1.628771,1.628771,80.378698,1.115552,5.972266,13.616927
03-07-07,25,male,naturally ventilated,office,Cfb,winter,25.5,26.0,9.8,0.04,22.0,0.75,1.2,1,-1.0,1.0,45.75,4.85,8.451003,8.451003,80.213171,4.033081,5.474097,11.407246,9.64115,9.64115,77.069608,3.788521,6.511373,10.936942,10.521475,10.521475,75.651818,3.63728,6.053269,11.884698
03-08-07,25,male,naturally ventilated,office,Cfb,winter,24.7,25.8,9.8,0.05,25.0,0.66,1.2,0,0.0,0.0,45.75,4.85,8.760971,8.760971,79.69119,4.17373,5.449282,11.930884,9.695753,9.695753,78.104543,3.910052,6.65535,11.570432,10.131302,10.131302,77.54649,4.450244,5.471201,13.113568
03-09-07,25,male,naturally ventilated,office,Cfb,winter,25.2,25.8,9.6,0.02,25.0,0.69,1.2,0,0.0,0.0,45.75,4.85,8.521471,8.521471,79.165496,3.272668,6.45673,10.862666,9.714845,9.714845,77.318681,3.588712,6.63424,12.744696,9.864334,9.864334,77.077526,3.89956,6.384349,13.441327
03-10-07,25,male,naturally ventilated,office,Cfb,winter,26.2,26.4,8.9,0.07,24.0,0.69,1.25,1,-1.0,1.0,45.75,4.85,8.455686,8.455686,79.665437,4.311291,5.300766,11.541564,9.536495,9.536495,77.257032,4.545667,6.233251,13.378052,9.562951,9.562951,76.112554,3.720825,6.537538,13.296752
03-10-07,24,male,naturally ventilated,office,Cfb,winter,25.9,25.4,3.7,0.04,24.0,0.86,1.1,1,-1.0,1.0,45.75,4.85,8.455686,8.455686,79.665437,4.311291,5.300766,11.541564,9.536495,9.536495,77.257032,4.545667,6.233251,13.378052,9.562951,9.562951,76.112554,3.720825,6.537538,13.296752
03-10-07,50,female,naturally ventilated,office,Cfb,winter,25.8,24.5,7.2,0.05,23.0,0.91,1.5,-1,0.0,-1.0,45.75,4.85,8.455686,8.455686,79.665437,4.311291,5.300766,11.541564,9.536495,9.536495,77.257032,4.545667,6.233251,13.378052,9.562951,9.562951,76.112554,3.720825,6.537538,13.296752
03-11-07,24,male,naturally ventilated,office,Cfb,winter,26.0,25.7,10.1,0.05,21.0,0.97,1.375,1,-1.0,1.0,45.75,4.85,8.832788,8.832788,77.203604,3.567734,6.622577,13.29865,9.086029,9.086029,75.313596,5.13996,6.349142,14.699616,8.892483,8.892483,71.757114,2.029761,7.783273999999999,15.985168
03-14-05,41,female,naturally ventilated,office,Cfb,winter,23.9,23.2,10.1,0.09,23.0,0.72,1.15,0,0.0,0.0,45.75,4.85,1.147489,1.147489,75.082343,2.122721,7.624916,12.311453,1.333321,1.333321,71.056321,0.877058,8.401816,11.821625,2.638988,2.638988,75.827648,0.558618,8.757166,9.93468
03-14-05,50,female,naturally ventilated,office,Cfb,winter,24.1,24.1,10.1,0.08,25.0,0.35,1.2,1,0.0,1.0,45.75,4.85,1.147489,1.147489,75.082343,2.122721,7.624916,12.311453,1.333321,1.333321,71.056321,0.877058,8.401816,11.821625,2.638988,2.638988,75.827648,0.558618,8.757166,9.93468
03-14-05,51,male,naturally ventilated,office,Cfb,winter,23.4,22.3,17.8,0.05,24.0,0.74,1.2,0,0.0,0.0,45.75,4.85,1.147489,1.147489,75.082343,2.122721,7.624916,12.311453,1.333321,1.333321,71.056321,0.877058,8.401816,11.821625,2.638988,2.638988,75.827648,0.558618,8.757166,9.93468
03-14-05,31,female,naturally ventilated,office,Cfb,winter,24.5,23.7,18.8,0.05,23.0,1.03,1.525,1,-1.0,1.0,45.75,4.85,1.147489,1.147489,75.082343,2.122721,7.624916,12.311453,1.333321,1.333321,71.056321,0.877058,8.401816,11.821625,2.638988,2.638988,75.827648,0.558618,8.757166,9.93468
03-14-05,52,female,naturally ventilated,office,Cfb,winter,23.4,22.3,18.8,0.08,24.0,0.43,1.15,1,1.0,1.0,45.75,4.85,1.147489,1.147489,75.082343,2.122721,7.624916,12.311453,1.333321,1.333321,71.056321,0.877058,8.401816,11.821625,2.638988,2.638988,75.827648,0.558618,8.757166,9.93468
03-14-05,48,male,naturally ventilated,office,Cfb,winter,24.2,24.0,18.8,0.08,25.0,0.88,1.2,1,0.0,1.0,45.75,4.85,1.147489,1.147489,75.082343,2.122721,7.624916,12.311453,1.333321,1.333321,71.056321,0.877058,8.401816,11.821625,2.638988,2.638988,75.827648,0.558618,8.757166,9.93468
03-14-05,57,female,naturally ventilated,office,Cfb,winter,24.0,24.0,18.8,0.06,25.0,0.66,1.2,1,0.0,1.0,45.75,4.85,1.147489,1.147489,75.082343,2.122721,7.624916,12.311453,1.333321,1.333321,71.056321,0.877058,8.401816,11.821625,2.638988,2.638988,75.827648,0.558618,8.757166,9.93468
03-14-05,53,female,naturally ventilated,office,Cfb,winter,22.6,22.3,18.8,0.07,24.0,0.64,1.3,0,0.0,0.0,45.75,4.85,1.147489,1.147489,75.082343,2.122721,7.624916,12.311453,1.333321,1.333321,71.056321,0.877058,8.401816,11.821625,2.638988,2.638988,75.827648,0.558618,8.757166,9.93468
03-15-05,40,female,naturally ventilated,office,Cfb,winter,23.5,22.8,19.1,0.08,30.0,0.54,1.1,0,0.0,0.0,45.75,4.85,1.247269,1.247269,73.950703,1.070352,8.02134,12.364266,1.878438,1.878438,71.803271,0.760117,8.226366,9.503008,3.687232,3.687232,76.455069,0.459009,7.607404,9.82054
03-15-05,51,male,naturally ventilated,office,Cfb,winter,23.3,23.8,19.1,0.06,32.0,0.74,1.525,1,-1.0,1.0,45.75,4.85,1.247269,1.247269,73.950703,1.070352,8.02134,12.364266,1.878438,1.878438,71.803271,0.760117,8.226366,9.503008,3.687232,3.687232,76.455069,0.459009,7.607404,9.82054
03-15-05,31,female,naturally ventilated,office,Cfb,winter,21.6,21.8,6.8,0.08,33.0,0.85,1.325,0,0.0,0.0,45.75,4.85,1.247269,1.247269,73.950703,1.070352,8.02134,12.364266,1.878438,1.878438,71.803271,0.760117,8.226366,9.503008,3.687232,3.687232,76.455069,0.459009,7.607404,9.82054
03-15-05,52,female,naturally ventilated,office,Cfb,winter,25.3,26.3,11.2,0.06,29.0,0.54,1.2,2,0.0,1.0,45.75,4.85,1.247269,1.247269,73.950703,1.070352,8.02134,12.364266,1.878438,1.878438,71.803271,0.760117,8.226366,9.503008,3.687232,3.687232,76.455069,0.459009,7.607404,9.82054
03-15-05,48,male,naturally ventilated,office,Cfb,winter,23.8,23.3,11.2,0.06,31.0,0.32,1.2,0,0.0,0.0,45.75,4.85,1.247269,1.247269,73.950703,1.070352,8.02134,12.364266,1.878438,1.878438,71.803271,0.760117,8.226366,9.503008,3.687232,3.687232,76.455069,0.459009,7.607404,9.82054
03-15-05,57,female,naturally ventilated,office,Cfb,winter,23.9,23.2,11.2,0.06,30.0,0.91,1.2,0,0.0,0.0,45.75,4.85,1.247269,1.247269,73.950703,1.070352,8.02134,12.364266,1.878438,1.878438,71.803271,0.760117,8.226366,9.503008,3.687232,3.687232,76.455069,0.459009,7.607404,9.82054
03-15-05,51,female,naturally ventilated,office,Cfb,winter,23.6,23.2,11.2,0.08,32.0,0.54,1.35,1,0.0,1.0,45.75,4.85,1.247269,1.247269,73.950703,1.070352,8.02134,12.364266,1.878438,1.878438,71.803271,0.760117,8.226366,9.503008,3.687232,3.687232,76.455069,0.459009,7.607404,9.82054
03-15-05,53,female,naturally ventilated,office,Cfb,winter,24.5,24.7,11.2,0.04,30.0,0.65,1.2,1,0.0,1.0,45.75,4.85,1.247269,1.247269,73.950703,1.070352,8.02134,12.364266,1.878438,1.878438,71.803271,0.760117,8.226366,9.503008,3.687232,3.687232,76.455069,0.459009,7.607404,9.82054
03-15-05,24,male,naturally ventilated,office,Cfb,winter,23.6,23.4,14.4,0.07,30.0,0.44,1.4,0,0.0,0.0,45.75,4.85,1.247269,1.247269,73.950703,1.070352,8.02134,12.364266,1.878438,1.878438,71.803271,0.760117,8.226366,9.503008,3.687232,3.687232,76.455069,0.459009,7.607404,9.82054
03-16-05,51,male,naturally ventilated,office,Cfb,winter,23.5,23.8,14.4,0.04,30.5,0.74,1.2,0,0.0,0.0,45.75,4.85,1.823038,1.823038,72.80288,0.820748,7.687093,12.615073,3.492724,3.492724,72.699167,0.658768,8.573848,9.434099,5.446006,5.446006,76.218239,0.010547,8.253146,8.895626
03-16-05,52,female,naturally ventilated,office,Cfb,winter,24.4,23.6,16.2,0.06,27.0,0.67,1.125,2,0.0,1.0,45.75,4.85,1.823038,1.823038,72.80288,0.820748,7.687093,12.615073,3.492724,3.492724,72.699167,0.658768,8.573848,9.434099,5.446006,5.446006,76.218239,0.010547,8.253146,8.895626
03-16-05,54,female,naturally ventilated,office,Cfb,winter,25.2,25.2,5.5,0.07,25.0,0.44,1.2,1,0.0,1.0,45.75,4.85,1.823038,1.823038,72.80288,0.820748,7.687093,12.615073,3.492724,3.492724,72.699167,0.658768,8.573848,9.434099,5.446006,5.446006,76.218239,0.010547,8.253146,8.895626
03-16-05,24,female,naturally ventilated,office,Cfb,winter,24.9,24.7,8.0,0.06,25.0,0.67,1.55,1,0.0,1.0,45.75,4.85,1.823038,1.823038,72.80288,0.820748,7.687093,12.615073,3.492724,3.492724,72.699167,0.658768,8.573848,9.434099,5.446006,5.446006,76.218239,0.010547,8.253146,8.895626
03-16-05,53,female,naturally ventilated,office,Cfb,winter,24.9,24.7,11.0,0.06,25.0,0.78,1.15,1,-1.0,1.0,45.75,4.85,1.823038,1.823038,72.80288,0.820748,7.687093,12.615073,3.492724,3.492724,72.699167,0.658768,8.573848,9.434099,5.446006,5.446006,76.218239,0.010547,8.253146,8.895626
