Tair,RH,clo,Met,Tout,vel,tr,Âge,Climate,Season,Sexe,Building_type,cooling type,thermal_sensation,thermal_preference,TSV_3p
29.7,69.1,0.72,1.4,29.5,0.17,29.7,35.0,BSh,Summer,Male,Office,Naturally Ventilated,0,0.0,0.0
30.0,67.9,0.9,1.4,29.5,0.15,30.0,45.0,BSh,Summer,Female,Office,Naturally Ventilated,0,-1.0,0.0
29.9,68.7,1.05,1.5,29.5,0.24,29.9,45.0,BSh,Summer,Female,Office,Naturally Ventilated,0,0.0,0.0
29.8,67.6,0.76,1.1,29.5,0.29,29.8,55.0,BSh,Summer,Male,Office,Naturally Ventilated,0,0.0,0.0
29.8,67.5,0.78,1.4,29.5,0.94,29.8,35.0,BSh,Summer,Male,Office,Naturally Ventilated,0,0.0,0.0
29.9,67.8,1.05,1.6,29.5,0.49,29.9,35.0,BSh,Summer,Female,Office,Naturally Ventilated,-1,0.0,-1.0
30.0,64.5,0.61,1.6,29.5,0.46,30.0,35.0,BSh,Summer,Male,Office,Naturally Ventilated,0,1.0,0.0
30.2,66.4,0.7,1.5,29.5,0.87,30.2,55.0,BSh,Summer,Male,Office,Naturally Ventilated,0,1.0,0.0
29.1,79.1,0.61,1.7,29.5,0.65,29.1,35.0,BSh,Summer,Male,Office,Naturally Ventilated,0,0.0,0.0
29.0,77.6,0.55,1.4,29.5,0.34,29.0,45.0,BSh,Summer,Male,Office,Naturally Ventilated,0,1.0,0.0
29.3,77.2,0.61,1.4,29.5,0.33,29.3,55.0,BSh,Summer,Male,Office,Naturally Ventilated,-1,0.0,-1.0
29.5,76.0,0.77,1.6,29.5,0.27,29.5,55.0,BSh,Summer,Male,Office,Naturally Ventilated,-1,-1.0,-1.0
29.6,76.5,1.05,1.4,29.5,0.29,29.6,35.0,BSh,Summer,Female,Office,Naturally Ventilated,-1,1.0,-1.0
29.6,76.8,0.67,1.4,29.5,0.61,29.6,55.0,BSh,Summer,Male,Office,Naturally Ventilated,0,1.0,0.0
28.6,76.4,0.61,1.4,29.5,0.69,28.6,45.0,BSh,Summer,Male,Office,Naturally Ventilated,0,1.0,0.0
29.2,80.7,1.05,1.4,29.5,0.28,29.2,55.0,BSh,Summer,Female,Office,Naturally Ventilated,0,1.0,0.0
29.6,77.1,0.77,1.4,29.5,0.29,29.6,55.0,BSh,Summer,Male,Office,Naturally Ventilated,-1,0.0,-1.0
29.7,76.5,0.86,1.4,29.5,0.35,29.7,45.0,BSh,Summer,Male,Office,Naturally Ventilated,0,-1.0,0.0
29.1,77.2,0.84,1.4,29.5,0.67,29.1,45.0,BSh,Summer,Male,Office,Naturally Ventilated,0,0.0,0.0
29.0,79.8,0.9,1.4,29.5,0.42,29.0,55.0,BSh,Summer,Female,Office,Naturally Ventilated,0,0.0,0.0
29.2,78.2,0.86,1.5,29.5,0.46,29.2,65.0,BSh,Summer,Male,Office,Naturally Ventilated,0,0.0,0.0
28.7,75.0,1.05,1.4,29.5,0.8,28.7,45.0,BSh,Summer,Female,Office,Naturally Ventilated,0,1.0,0.0
29.9,76.0,0.9,1.4,29.5,0.25,29.9,55.0,BSh,Summer,Female,Office,Naturally Ventilated,1,0.0,1.0
30.2,74.8,0.9,1.4,29.5,0.2,30.2,35.0,BSh,Summer,Female,Office,Naturally Ventilated,1,0.0,1.0
30.4,74.8,0.71,1.4,29.5,0.26,30.4,55.0,BSh,Summer,Male,Office,Naturally Ventilated,0,0.0,0.0
30.4,74.5,0.77,1.4,29.5,0.62,30.4,55.0,BSh,Summer,Male,Office,Naturally Ventilated,-1,0.0,-1.0
30.6,74.2,0.61,1.4,29.5,0.54,30.6,35.0,BSh,Summer,Male,Office,Naturally Ventilated,0,1.0,0.0
30.7,74.9,0.61,1.7,29.5,0.26,30.7,55.0,BSh,Summer,Male,Office,Naturally Ventilated,1,0.0,1.0
30.7,74.8,0.46,1.4,29.5,0.29,30.7,55.0,BSh,Summer,Male,Office,Naturally Ventilated,0,0.0,0.0
31.0,70.9,0.53,1.2,29.5,0.32,31.0,25.0,BSh,Summer,Female,Office,Naturally Ventilated,-1,0.0,-1.0
30.7,73.9,0.7,1.1,29.5,0.52,30.7,45.0,BSh,Summer,Male,Office,Naturally Ventilated,1,1.0,1.0
30.6,73.4,0.67,1.1,29.5,1.19,30.6,55.0,BSh,Summer,Male,Office,Naturally Ventilated,-1,1.0,-1.0
30.5,73.5,0.74,1.1,29.5,0.26,30.5,55.0,BSh,Summer,Male,Office,Naturally Ventilated,1,0.0,1.0
30.5,73.3,0.61,1.1,29.5,0.28,30.5,45.0,BSh,Summer,Male,Office,Naturally Ventilated,1,0.0,1.0
29.6,76.8,0.67,1.4,29.5,0.47,29.6,25.0,BSh,Summer,Male,Office,Naturally Ventilated,-1,1.0,-1.0
28.4,81.4,0.61,1.1,29.5,0.46,28.4,55.0,BSh,Summer,Male,Office,Naturally Ventilated,-1,1.0,-1.0
29.8,76.6,0.61,1.1,29.5,0.3,29.8,55.0,BSh,Summer,Male,Office,Naturally Ventilated,0,1.0,0.0
30.8,73.5,0.57,1.1,29.5,0.57,30.8,25.0,BSh,Summer,Female,Office,Naturally Ventilated,1,0.0,1.0
31.2,72.7,0.74,1.4,29.5,0.57,31.2,45.0,BSh,Summer,Male,Office,Naturally Ventilated,-1,1.0,-1.0
31.4,72.6,0.74,1.4,29.5,0.61,31.4,35.0,BSh,Summer,Male,Office,Naturally Ventilated,0,1.0,0.0
31.2,73.4,0.63,1.4,29.5,0.61,31.2,25.0,BSh,Summer,Female,Office,Naturally Ventilated,0,0.0,0.0
29.3,75.5,0.67,1.1,29.5,0.7,29.3,65.0,BSh,Summer,Male,Office,Naturally Ventilated,0,0.0,0.0
29.2,78.3,0.61,1.4,29.5,0.3,29.2,45.0,BSh,Summer,Male,Office,Naturally Ventilated,-1,0.0,-1.0
29.1,79.0,0.67,1.1,29.5,1.13,29.1,65.0,BSh,Summer,Male,Office,Naturally Ventilated,0,0.0,0.0
29.4,77.3,0.74,1.4,29.5,0.59,29.4,45.0,BSh,Summer,Male,Office,Naturally Ventilated,-1,0.0,-1.0
28.3,81.8,0.68,1.1,29.5,0.4,28.3,35.0,BSh,Summer,Male,Office,Naturally Ventilated,0,0.0,0.0
28.5,81.8,0.63,1.1,29.5,0.35,28.5,55.0,BSh,Summer,Female,Office,Naturally Ventilated,-1,0.0,-1.0
27.7,55.3,0.67,1.1,29.5,0.19,27.7,55.0,BSh,Summer,Male,Office,Naturally Ventilated,-1,-1.0,-1.0
28.6,79.9,0.57,1.4,29.5,0.94,28.6,35.0,BSh,Summer,Female,Office,Naturally Ventilated,-1,-1.0,-1.0
28.7,80.5,0.78,1.1,29.5,0.57,28.7,65.0,BSh,Summer,Female,Office,Naturally Ventilated,-1,0.0,-1.0
29.8,76.9,0.61,1.4,29.5,0.49,29.8,45.0,BSh,Summer,Male,Office,Naturally Ventilated,0,-1.0,0.0
28.1,83.4,0.57,1.1,29.5,0.23,28.1,55.0,BSh,Summer,Female,Office,Naturally Ventilated,0,-1.0,0.0
28.1,84.8,0.73,1.1,29.5,0.2,28.1,45.0,BSh,Summer,Male,Office,Naturally Ventilated,1,-1.0,1.0
28.2,83.1,0.74,1.1,29.5,0.18,28.2,45.0,BSh,Summer,Male,Office,Naturally Ventilated,0,-1.0,0.0
28.0,86.8,0.57,1.1,29.5,0.27,28.0,55.0,BSh,Summer,Female,Office,Naturally Ventilated,-1,-1.0,-1.0
28.5,84.4,0.74,1.1,29.5,0.38,28.5,55.0,BSh,Summer,Male,Office,Naturally Ventilated,-1,-1.0,-1.0
28.5,84.4,0.68,1.1,29.5,0.38,28.5,45.0,BSh,Summer,Male,Office,Naturally Ventilated,0,-1.0,0.0
28.8,83.3,0.74,1.1,29.5,0.43,28.8,25.0,BSh,Summer,Male,Office,Naturally Ventilated,-1,0.0,-1.0
28.8,82.0,0.67,1.4,29.5,0.5,28.8,55.0,BSh,Summer,Male,Office,Naturally Ventilated,-1,-1.0,-1.0
29.0,81.5,0.67,1.4,29.5,0.22,29.0,45.0,BSh,Summer,Male,Office,Naturally Ventilated,-1,-1.0,-1.0
29.5,79.6,0.67,1.0,29.5,0.25,29.5,55.0,BSh,Summer,Male,Office,Naturally Ventilated,-1,-1.0,-1.0
29.5,78.0,0.67,1.1,29.5,0.39,29.5,55.0,BSh,Summer,Male,Office,Naturally Ventilated,-1,-1.0,-1.0
28.8,82.3,0.61,1.1,29.5,1.07,28.8,55.0,BSh,Summer,Male,Office,Naturally Ventilated,-1,-1.0,-1.0
28.7,82.4,0.74,1.1,29.5,1.0,28.7,25.0,BSh,Summer,Male,Office,Naturally Ventilated,-1,0.0,-1.0
28.8,82.1,0.66,1.1,29.5,0.33,28.8,25.0,BSh,Summer,Male,Office,Naturally Ventilated,-1,-1.0,-1.0
29.2,76.3,0.7,1.2,29.5,0.53,29.2,45.0,BSh,Summer,Male,Office,Mixed Mode,1,-1.0,1.0
29.5,75.8,0.68,1.1,29.5,0.42,29.5,45.0,BSh,Summer,Male,Office,Mixed Mode,1,-1.0,1.0
29.4,76.4,0.53,1.1,29.5,0.26,29.4,25.0,BSh,Summer,Female,Office,Mixed Mode,0,-1.0,0.0
29.4,76.9,0.61,1.1,29.5,0.26,29.4,45.0,BSh,Summer,Male,Office,Mixed Mode,1,-1.0,1.0
29.4,77.0,0.58,1.1,29.5,0.37,29.4,55.0,BSh,Summer,Male,Office,Mixed Mode,1,-1.0,1.0
29.4,77.0,0.82,1.1,29.5,0.37,29.4,65.0,BSh,Summer,Female,Office,Mixed Mode,2,0.0,1.0
29.4,76.1,0.72,1.1,29.5,0.34,29.4,35.0,BSh,Summer,Male,Office,Mixed Mode,0,-1.0,0.0
29.4,76.3,0.73,1.1,29.5,0.35,29.4,55.0,BSh,Summer,Male,Office,Mixed Mode,0,-1.0,0.0
29.5,75.8,0.61,1.1,29.5,0.68,29.5,45.0,BSh,Summer,Male,Office,Mixed Mode,0,-1.0,0.0
29.5,75.8,0.73,1.1,29.5,0.68,29.5,45.0,BSh,Summer,Male,Office,Mixed Mode,0,-1.0,0.0
29.4,76.1,0.66,1.1,29.5,0.55,29.4,45.0,BSh,Summer,Male,Office,Mixed Mode,1,-1.0,1.0
29.4,75.5,0.48,1.2,29.5,0.41,29.4,55.0,BSh,Summer,Female,Office,Mixed Mode,0,-1.0,0.0
29.6,74.5,0.67,1.1,29.5,0.57,29.6,55.0,BSh,Summer,Male,Office,Mixed Mode,0,-1.0,0.0
29.6,74.8,0.48,1.1,29.5,0.31,29.6,45.0,BSh,Summer,Female,Office,Mixed Mode,0,-1.0,0.0
29.6,74.8,0.42,1.1,29.5,0.48,29.6,35.0,BSh,Summer,Female,Office,Mixed Mode,0,-1.0,0.0
29.7,74.8,0.58,1.1,29.5,0.5,29.7,45.0,BSh,Summer,Male,Office,Mixed Mode,0,-1.0,0.0
29.8,74.1,0.68,1.1,29.5,0.7,29.8,55.0,BSh,Summer,Male,Office,Mixed Mode,0,-1.0,0.0
29.7,74.4,0.51,1.1,29.5,0.54,29.7,45.0,BSh,Summer,Male,Office,Mixed Mode,0,-1.0,0.0
29.8,74.1,0.46,1.1,29.5,0.3,29.8,45.0,BSh,Summer,Male,Office,Mixed Mode,1,-1.0,1.0
29.8,74.4,0.7,1.4,29.5,1.05,29.8,45.0,BSh,Summer,Male,Office,Mixed Mode,0,-1.0,0.0
30.2,74.9,0.53,1.1,29.5,0.23,30.2,45.0,BSh,Summer,Male,Office,Mixed Mode,0,-1.0,0.0
30.2,74.2,0.65,1.1,29.5,0.28,30.2,45.0,BSh,Summer,Male,Office,Mixed Mode,1,-1.0,1.0
30.1,74.5,0.7,1.2,29.5,0.37,30.1,55.0,BSh,Summer,Female,Office,Mixed Mode,1,-1.0,1.0
30.2,74.3,0.46,1.1,29.5,0.33,30.2,35.0,BSh,Summer,Male,Office,Mixed Mode,0,-1.0,0.0
30.2,74.3,0.78,1.1,29.5,0.33,30.2,25.0,BSh,Summer,Male,Office,Mixed Mode,1,-1.0,1.0
30.2,73.6,0.52,1.1,29.5,0.21,30.2,25.0,BSh,Summer,Male,Office,Mixed Mode,1,-1.0,1.0
30.3,73.7,0.74,1.1,29.5,0.3,30.3,25.0,BSh,Summer,Male,Office,Mixed Mode,0,-1.0,0.0
30.1,75.2,0.52,1.1,29.5,0.96,30.1,45.0,BSh,Summer,Male,Office,Mixed Mode,0,-1.0,0.0
30.3,72.1,0.72,1.1,29.5,0.46,30.3,35.0,BSh,Summer,Male,Office,Mixed Mode,0,-1.0,0.0
30.3,72.0,0.71,1.1,29.5,0.46,30.3,45.0,BSh,Summer,Male,Office,Mixed Mode,0,-1.0,0.0
30.4,69.9,0.72,1.1,29.5,0.63,30.4,55.0,BSh,Summer,Male,Office,Mixed Mode,1,-1.0,1.0
30.4,69.9,0.59,1.0,29.5,0.63,30.4,55.0,BSh,Summer,Male,Office,Mixed Mode,1,-1.0,1.0
30.5,78.3,0.57,1.1,29.5,0.37,30.5,25.0,BSh,Summer,Male,Office,Mixed Mode,0,-1.0,0.0
30.5,78.0,0.66,1.1,29.5,0.4,30.5,35.0,BSh,Summer,Male,Office,Mixed Mode,1,-1.0,1.0
30.3,70.8,0.68,1.1,29.5,0.32,30.3,45.0,BSh,Summer,Male,Office,Mixed Mode,1,-1.0,1.0
30.4,69.7,0.73,1.1,29.5,0.56,30.4,45.0,BSh,Summer,Female,Office,Mixed Mode,0,-1.0,0.0
30.4,68.7,0.47,1.1,29.5,0.55,30.4,45.0,BSh,Summer,Female,Office,Mixed Mode,0,-1.0,0.0
30.3,69.5,0.72,1.0,29.5,0.48,30.3,55.0,BSh,Summer,Male,Office,Mixed Mode,0,-1.0,0.0
30.4,70.5,0.5,1.1,29.5,0.45,30.4,25.0,BSh,Summer,Male,Office,Mixed Mode,1,-1.0,1.0
30.5,69.5,0.62,1.1,29.5,0.43,30.5,35.0,BSh,Summer,Female,Office,Mixed Mode,0,-1.0,0.0
30.4,69.7,0.56,1.1,29.5,0.46,30.4,55.0,BSh,Summer,Female,Office,Mixed Mode,0,-1.0,0.0
30.4,69.7,0.52,1.2,29.5,0.46,30.4,35.0,BSh,Summer,Female,Office,Mixed Mode,0,-1.0,0.0
30.3,71.2,0.73,1.1,29.5,0.38,30.3,55.0,BSh,Summer,Male,Office,Mixed Mode,0,0.0,0.0
30.1,72.1,0.72,1.1,29.5,0.59,30.1,45.0,BSh,Summer,Male,Office,Mixed Mode,0,-1.0,0.0
29.1,75.0,0.64,1.1,29.5,0.2,29.1,45.0,BSh,Summer,Male,Office,Mixed Mode,2,-1.0,1.0
28.9,76.8,0.72,1.1,29.5,0.9,28.9,55.0,BSh,Summer,Male,Office,Mixed Mode,0,-1.0,0.0
28.7,77.7,0.74,1.1,29.5,0.67,28.7,55.0,BSh,Summer,Male,Office,Mixed Mode,0,-1.0,0.0
28.8,78.5,0.59,1.1,29.5,0.65,28.8,55.0,BSh,Summer,Male,Office,Mixed Mode,0,-1.0,0.0
29.0,77.2,0.73,1.1,29.5,0.54,29.0,35.0,BSh,Summer,Male,Office,Mixed Mode,1,-1.0,1.0
28.9,77.7,0.59,1.2,29.5,0.53,28.9,45.0,BSh,Summer,Male,Office,Mixed Mode,0,-1.0,0.0
28.8,77.7,0.42,1.1,29.5,1.44,28.8,35.0,BSh,Summer,Female,Office,Mixed Mode,0,-1.0,0.0
29.0,77.1,0.63,1.1,29.5,0.63,29.0,55.0,BSh,Summer,Female,Office,Mixed Mode,1,-1.0,1.0
29.0,77.3,0.57,1.4,29.5,1.35,29.0,25.0,BSh,Summer,Female,Office,Mixed Mode,0,-1.0,0.0
29.0,76.8,0.52,1.1,29.5,0.77,29.0,55.0,BSh,Summer,Male,Office,Mixed Mode,1,-1.0,1.0
29.0,76.8,0.73,1.1,29.5,0.54,29.0,55.0,BSh,Summer,Male,Office,Mixed Mode,0,0.0,0.0
29.0,76.3,0.51,1.2,29.5,0.39,29.0,25.0,BSh,Summer,Female,Office,Mixed Mode,0,-1.0,0.0
29.0,76.2,0.67,1.3,29.5,0.53,29.0,55.0,BSh,Summer,Male,Office,Mixed Mode,0,-1.0,0.0
29.0,76.4,0.67,1.1,29.5,0.45,29.0,55.0,BSh,Summer,Male,Office,Mixed Mode,1,-1.0,1.0
29.0,76.7,0.73,1.3,29.5,0.41,29.0,55.0,BSh,Summer,Male,Office,Mixed Mode,1,-1.0,1.0
29.2,75.7,0.52,1.1,29.5,0.4,29.2,25.0,BSh,Summer,Male,Office,Mixed Mode,1,-1.0,1.0
29.2,76.2,0.59,1.1,29.5,0.42,29.2,45.0,BSh,Summer,Male,Office,Mixed Mode,2,-1.0,1.0
29.4,75.9,0.61,1.3,29.5,0.52,29.4,45.0,BSh,Summer,Male,Office,Mixed Mode,2,-1.0,1.0
29.5,75.2,0.68,1.4,29.5,0.45,29.5,45.0,BSh,Summer,Male,Office,Mixed Mode,2,-1.0,1.0
29.4,75.7,0.67,1.1,29.5,0.33,29.4,45.0,BSh,Summer,Male,Office,Mixed Mode,2,-1.0,1.0
29.4,75.5,0.61,1.1,29.5,0.39,29.4,45.0,BSh,Summer,Male,Office,Mixed Mode,1,-1.0,1.0
29.7,75.4,0.68,1.1,29.5,0.6,29.7,45.0,BSh,Summer,Male,Office,Mixed Mode,0,-1.0,0.0
29.6,74.9,0.46,1.3,29.5,2.38,29.6,55.0,BSh,Summer,Male,Office,Mixed Mode,0,-1.0,0.0
29.7,74.1,0.78,1.3,29.5,0.53,29.7,55.0,BSh,Summer,Female,Office,Mixed Mode,2,-1.0,1.0
29.7,75.5,0.74,1.3,29.5,0.54,29.7,55.0,BSh,Summer,Male,Office,Mixed Mode,1,-1.0,1.0
29.8,73.2,0.42,1.4,29.5,0.22,29.8,45.0,BSh,Summer,Female,Office,Mixed Mode,1,-1.0,1.0
29.9,73.4,0.42,1.3,29.5,0.3,29.9,45.0,BSh,Summer,Female,Office,Mixed Mode,1,-1.0,1.0
29.6,75.0,0.74,1.4,29.5,0.66,29.6,35.0,BSh,Summer,Male,Office,Mixed Mode,1,-1.0,1.0
28.9,77.5,0.46,1.1,29.5,0.5,28.9,45.0,BSh,Summer,Male,Office,Mixed Mode,0,-1.0,0.0
29.8,73.2,0.52,1.1,29.5,0.49,29.8,45.0,BSh,Summer,Male,Office,Mixed Mode,1,-1.0,1.0
30.1,70.5,0.74,1.1,29.5,0.77,30.1,35.0,BSh,Summer,Male,Office,Mixed Mode,0,-1.0,0.0
30.8,67.5,0.67,1.3,29.5,0.38,30.8,55.0,BSh,Summer,Male,Office,Mixed Mode,1,-1.0,1.0
30.4,68.6,0.74,1.1,29.5,0.52,30.4,45.0,BSh,Summer,Male,Office,Mixed Mode,2,-1.0,1.0
30.4,68.4,0.68,1.1,29.5,0.51,30.4,55.0,BSh,Summer,Male,Office,Mixed Mode,2,-1.0,1.0
30.7,67.0,0.63,1.4,29.5,0.46,30.7,45.0,BSh,Summer,Female,Office,Mixed Mode,0,0.0,0.0
30.6,67.6,0.42,1.1,29.5,0.87,30.6,55.0,BSh,Summer,Female,Office,Mixed Mode,1,-1.0,1.0
30.3,68.3,0.68,1.1,29.5,0.51,30.3,55.0,BSh,Summer,Male,Office,Mixed Mode,2,-1.0,1.0
30.3,69.8,0.61,1.4,29.5,0.38,30.3,45.0,BSh,Summer,Male,Office,Mixed Mode,0,-1.0,0.0
30.3,69.0,0.57,1.1,29.5,0.78,30.3,35.0,BSh,Summer,Female,Office,Mixed Mode,2,-1.0,1.0
30.4,68.8,0.67,1.8,29.5,0.33,30.4,25.0,BSh,Summer,Male,Office,Mixed Mode,2,-1.0,1.0
30.4,68.7,0.57,1.1,29.5,0.52,30.4,45.0,BSh,Summer,Female,Office,Mixed Mode,2,-1.0,1.0
30.6,68.8,0.67,1.1,29.5,0.35,30.6,55.0,BSh,Summer,Male,Office,Mixed Mode,2,-1.0,1.0
30.4,69.7,0.72,1.3,29.5,0.23,30.4,45.0,BSh,Summer,Male,Office,Mixed Mode,0,0.0,0.0
30.4,69.8,0.38,1.4,29.5,0.23,30.4,35.0,BSh,Summer,Female,Office,Mixed Mode,0,0.0,0.0
30.3,68.8,0.67,1.1,29.5,0.84,30.3,45.0,BSh,Summer,Male,Office,Mixed Mode,1,-1.0,1.0
30.3,70.0,0.53,1.7,29.5,0.28,30.3,45.0,BSh,Summer,Male,Office,Mixed Mode,1,-1.0,1.0
29.9,73.9,0.7,1.1,29.5,0.39,29.9,45.0,BSh,Summer,Male,Office,Mixed Mode,0,-1.0,0.0
29.6,74.8,0.47,1.1,29.5,0.78,29.6,35.0,BSh,Summer,Male,Office,Mixed Mode,0,-1.0,0.0
25.6,50.1,0.64,1.1,29.5,0.19,25.6,35.0,BSh,Summer,Male,Office,Mixed Mode,0,-1.0,0.0
28.8,77.4,0.49,1.1,29.5,0.79,28.8,35.0,BSh,Summer,Male,Office,Mixed Mode,0,-1.0,0.0
27.5,67.8,0.64,1.1,29.5,0.14,27.5,35.0,BSh,Summer,Male,Office,Mixed Mode,-1,-1.0,-1.0
27.8,80.0,0.49,1.3,29.5,0.39,27.8,35.0,BSh,Summer,Male,Office,Mixed Mode,0,-1.0,0.0
30.2,72.6,0.49,1.1,29.5,0.51,30.2,35.0,BSh,Summer,Male,Office,Mixed Mode,0,-1.0,0.0
30.1,72.0,0.49,1.1,29.5,0.48,30.1,35.0,BSh,Summer,Male,Office,Mixed Mode,2,-1.0,1.0
30.4,72.2,0.49,1.1,29.5,0.77,30.4,55.0,BSh,Summer,Male,Office,Mixed Mode,0,-1.0,0.0
30.4,72.5,0.46,1.2,29.5,0.29,30.4,55.0,BSh,Summer,Male,Office,Mixed Mode,0,-1.0,0.0
30.4,72.7,0.49,1.1,29.5,0.4,30.4,45.0,BSh,Summer,Male,Office,Mixed Mode,0,-1.0,0.0
30.4,72.9,0.43,1.1,29.5,0.7,30.4,45.0,BSh,Summer,Male,Office,Mixed Mode,0,-1.0,0.0
30.3,71.8,0.43,1.1,29.5,0.43,30.3,35.0,BSh,Summer,Male,Office,Mixed Mode,1,-1.0,1.0
30.5,70.9,0.46,1.3,29.5,0.28,30.5,35.0,BSh,Summer,Male,Office,Mixed Mode,0,-1.0,0.0
30.6,71.3,0.46,1.2,29.5,0.62,30.6,35.0,BSh,Summer,Male,Office,Mixed Mode,1,-1.0,1.0
30.7,71.0,0.53,1.2,29.5,0.28,30.7,45.0,BSh,Summer,Male,Office,Mixed Mode,1,-1.0,1.0
30.8,70.4,0.44,1.1,29.5,0.36,30.8,45.0,BSh,Summer,Female,Office,Mixed Mode,0,-1.0,0.0
30.8,69.9,0.43,1.1,29.5,0.43,30.8,45.0,BSh,Summer,Male,Office,Mixed Mode,0,-1.0,0.0
30.9,69.7,0.42,1.1,29.5,0.86,30.9,45.0,BSh,Summer,Female,Office,Mixed Mode,0,-1.0,0.0
30.9,69.7,0.42,1.2,29.5,0.86,30.9,55.0,BSh,Summer,Female,Office,Mixed Mode,1,-1.0,1.0
30.9,68.8,0.53,1.2,29.5,0.21,30.9,45.0,BSh,Summer,Male,Office,Mixed Mode,-1,-1.0,-1.0
30.8,69.4,0.49,1.3,29.5,0.33,30.8,45.0,BSh,Summer,Male,Office,Mixed Mode,1,-1.0,1.0
30.9,68.8,0.63,1.2,29.5,0.54,30.9,55.0,BSh,Summer,Female,Office,Mixed Mode,0,-1.0,0.0
31.0,69.0,0.49,1.1,29.5,0.48,31.0,55.0,BSh,Summer,Male,Office,Mixed Mode,-1,-1.0,-1.0
30.9,69.0,0.43,1.1,29.5,0.6,30.9,45.0,BSh,Summer,Male,Office,Mixed Mode,1,-1.0,1.0
30.9,69.0,0.43,1.3,29.5,0.6,30.9,45.0,BSh,Summer,Male,Office,Mixed Mode,0,-1.0,0.0
30.8,69.5,0.49,1.2,29.5,0.46,30.8,55.0,BSh,Summer,Female,Office,Mixed Mode,1,-1.0,1.0
30.8,69.6,0.4,1.3,29.5,0.56,30.8,25.0,BSh,Summer,Male,Office,Mixed Mode,-1,-1.0,-1.0
30.7,69.6,0.49,1.4,29.5,0.56,30.7,65.0,BSh,Summer,Male,Office,Mixed Mode,1,-1.0,1.0
30.9,69.7,0.53,1.2,29.5,0.52,30.9,45.0,BSh,Summer,Male,Office,Mixed Mode,1,-1.0,1.0
30.8,70.3,0.55,1.3,29.5,1.18,30.8,45.0,BSh,Summer,Male,Office,Mixed Mode,1,0.0,1.0
30.9,70.0,0.46,1.1,29.5,0.47,30.9,45.0,BSh,Summer,Male,Office,Mixed Mode,1,0.0,1.0
31.0,70.0,0.46,1.3,29.5,0.42,31.0,45.0,BSh,Summer,Male,Office,Mixed Mode,1,0.0,1.0
30.8,69.2,0.46,1.1,29.5,0.2,30.8,35.0,BSh,Summer,Male,Office,Mixed Mode,0,0.0,0.0
30.3,69.3,0.46,1.5,29.5,0.16,30.3,35.0,BSh,Summer,Male,Office,Mixed Mode,0,-1.0,0.0
30.8,68.6,0.51,1.1,29.5,0.51,30.8,35.0,BSh,Summer,Male,Office,Mixed Mode,0,-1.0,0.0
30.9,68.0,0.46,1.2,29.5,0.4,30.9,55.0,BSh,Summer,Male,Office,Mixed Mode,0,0.0,0.0
29.3,79.4,0.43,1.1,29.5,0.45,29.3,45.0,BSh,Summer,Male,Office,Mixed Mode,0,0.0,0.0
28.9,81.0,0.46,1.1,29.5,0.47,28.9,45.0,BSh,Summer,Male,Office,Mixed Mode,1,0.0,1.0
28.9,81.0,0.49,1.1,29.5,0.47,28.9,45.0,BSh,Summer,Male,Office,Mixed Mode,1,0.0,1.0
28.9,80.9,0.52,1.0,29.5,0.71,28.9,45.0,BSh,Summer,Male,Office,Mixed Mode,0,0.0,0.0
28.5,83.3,0.43,1.3,29.5,0.38,28.5,25.0,BSh,Summer,Male,Office,Mixed Mode,0,0.0,0.0
28.6,83.0,0.49,1.1,29.5,0.42,28.6,45.0,BSh,Summer,Male,Office,Mixed Mode,2,-1.0,1.0
28.6,83.3,0.58,1.3,29.5,0.47,28.6,35.0,BSh,Summer,Male,Office,Mixed Mode,0,0.0,0.0
28.6,83.4,0.63,1.1,29.5,0.62,28.6,55.0,BSh,Summer,Female,Office,Mixed Mode,0,0.0,0.0
29.7,75.6,0.46,1.2,29.5,0.41,29.7,35.0,BSh,Summer,Male,Office,Mixed Mode,0,0.0,0.0
29.2,77.5,0.55,1.1,29.5,0.64,29.2,25.0,BSh,Summer,Male,Office,Mixed Mode,0,0.0,0.0
29.1,77.9,0.49,1.3,29.5,0.41,29.1,55.0,BSh,Summer,Male,Office,Mixed Mode,0,0.0,0.0
29.1,77.5,0.63,1.1,29.5,0.25,29.1,55.0,BSh,Summer,Female,Office,Mixed Mode,0,-1.0,0.0
29.2,76.8,0.78,1.1,29.5,0.27,29.2,55.0,BSh,Summer,Female,Office,Mixed Mode,0,0.0,0.0
29.2,77.4,0.64,1.1,29.5,0.2,29.2,35.0,BSh,Summer,Male,Office,Mixed Mode,0,0.0,0.0
29.2,77.8,0.67,1.1,29.5,0.41,29.2,45.0,BSh,Summer,Male,Office,Mixed Mode,0,0.0,0.0
29.2,78.3,0.52,1.1,29.5,0.27,29.2,45.0,BSh,Summer,Male,Office,Mixed Mode,0,0.0,0.0
29.3,77.9,0.61,1.1,29.5,0.43,29.3,55.0,BSh,Summer,Male,Office,Mixed Mode,0,0.0,0.0
29.4,76.8,0.67,1.1,29.5,0.71,29.4,35.0,BSh,Summer,Male,Office,Mixed Mode,0,0.0,0.0
29.4,77.3,0.7,1.2,29.5,0.39,29.4,55.0,BSh,Summer,Male,Office,Mixed Mode,2,0.0,1.0
29.0,78.8,0.49,1.4,29.5,0.37,29.0,55.0,BSh,Summer,Male,Office,Mixed Mode,0,-1.0,0.0
