Tair,RH,clo,Met,Tout,vel,tr,Âge,Climate,Season,Sexe,Building_type,cooling type,thermal_sensation,thermal_preference,TSV_3p
21.6,62.0,1.08,1.2,5.0,0.03,21.6,28.0,Csa,Winter,Female,Office,Naturally Ventilated,0,0.0,0.0
21.6,62.0,1.11,2.0,5.0,0.05,21.6,10.0,Csa,Winter,Female,Office,Naturally Ventilated,0,0.0,0.0
20.8,50.1,1.67,0.8,5.0,0.02,20.8,45.0,Csa,Winter,Male,Office,Naturally Ventilated,0,1.0,0.0
20.8,50.1,1.08,1.2,5.0,0.02,20.8,40.0,Csa,Winter,Female,Office,Naturally Ventilated,0,1.0,0.0
20.8,50.1,1.51,1.9,5.0,0.02,20.8,20.0,Csa,Winter,Female,Office,Naturally Ventilated,0,0.0,0.0
20.8,50.1,1.51,2.0,5.0,0.04,20.8,17.0,Csa,Winter,Female,Office,Naturally Ventilated,0,1.0,0.0
22.5,36.4,0.9,2.4,5.0,0.05,22.5,55.0,Csa,Winter,Male,Office,Naturally Ventilated,1,0.0,1.0
22.5,36.4,1.08,1.9,5.0,0.07,22.5,44.0,Csa,Winter,Female,Office,Naturally Ventilated,0,-1.0,0.0
22.5,36.4,1.18,1.6,5.0,0.08,22.5,24.0,Csa,Winter,Male,Office,Naturally Ventilated,0,0.0,0.0
22.5,36.4,1.15,2.0,5.0,0.08,22.5,22.0,Csa,Winter,Male,Office,Naturally Ventilated,0,0.0,0.0
22.5,36.4,0.9,1.2,5.0,0.05,22.5,21.0,Csa,Winter,Male,Office,Naturally Ventilated,0,0.0,0.0
16.3,55.4,1.67,2.4,5.0,0.02,16.3,27.0,Csa,Winter,Male,Office,Naturally Ventilated,-2,1.0,-1.0
16.3,55.4,1.75,2.0,5.0,0.03,16.3,25.0,Csa,Winter,Female,Office,Naturally Ventilated,-1,1.0,-1.0
16.3,55.4,1.7,1.9,5.0,0.03,16.3,23.0,Csa,Winter,Male,Office,Naturally Ventilated,-1,1.0,-1.0
15.4,56.5,2.0,1.6,5.0,0.04,15.4,60.0,Csa,Winter,Male,Office,Naturally Ventilated,-1,1.0,-1.0
15.4,56.5,1.97,1.2,5.0,0.03,15.4,40.0,Csa,Winter,Male,Office,Naturally Ventilated,-1,1.0,-1.0
15.4,56.5,2.0,1.6,5.0,0.05,15.4,16.0,Csa,Winter,Male,Office,Naturally Ventilated,-1,1.0,-1.0
15.4,56.5,2.19,1.2,5.0,0.05,15.4,32.0,Csa,Winter,Female,Office,Naturally Ventilated,-1,1.0,-1.0
15.4,56.5,2.19,2.4,5.0,0.03,15.4,14.0,Csa,Winter,Female,Office,Naturally Ventilated,-1,1.0,-1.0
15.4,56.5,2.0,1.0,5.0,0.06,15.4,10.0,Csa,Winter,Male,Office,Naturally Ventilated,-2,1.0,-1.0
15.4,56.5,1.97,2.0,5.0,0.04,15.4,12.0,Csa,Winter,Male,Office,Naturally Ventilated,-1,1.0,-1.0
15.4,56.7,2.19,1.9,5.0,0.02,15.4,60.0,Csa,Winter,Female,Office,Naturally Ventilated,-1,1.0,-1.0
15.4,56.7,1.78,1.6,5.0,0.02,15.4,54.0,Csa,Winter,Female,Office,Naturally Ventilated,-1,1.0,-1.0
15.4,56.7,1.75,1.0,5.0,0.03,15.4,28.0,Csa,Winter,Female,Office,Naturally Ventilated,-2,1.0,-1.0
15.4,56.7,2.0,2.0,5.0,0.02,15.4,37.0,Csa,Winter,Male,Office,Naturally Ventilated,-1,1.0,-1.0
15.4,56.7,2.0,1.2,5.0,0.05,15.4,32.0,Csa,Winter,Male,Office,Naturally Ventilated,-1,1.0,-1.0
18.6,68.8,2.0,1.9,5.0,0.05,18.6,21.0,Csa,Winter,Male,Office,Naturally Ventilated,-1,1.0,-1.0
18.6,68.8,1.75,1.0,5.0,0.04,18.6,28.0,Csa,Winter,Female,Office,Naturally Ventilated,0,1.0,0.0
18.6,68.8,1.97,2.4,5.0,0.03,18.6,49.0,Csa,Winter,Male,Office,Naturally Ventilated,-1,1.0,-1.0
18.6,68.8,1.97,1.6,5.0,0.02,18.6,38.0,Csa,Winter,Male,Office,Naturally Ventilated,0,1.0,0.0
18.6,68.8,2.0,1.2,5.0,0.02,18.6,51.0,Csa,Winter,Male,Office,Naturally Ventilated,-1,1.0,-1.0
18.6,68.8,2.19,1.9,5.0,0.04,18.6,35.0,Csa,Winter,Female,Office,Naturally Ventilated,0,1.0,0.0
18.6,68.8,2.19,1.0,5.0,0.04,18.6,16.0,Csa,Winter,Female,Office,Naturally Ventilated,0,1.0,0.0
18.6,68.8,2.03,1.9,5.0,0.03,18.6,14.0,Csa,Winter,Male,Office,Naturally Ventilated,-1,1.0,-1.0
18.6,68.8,2.03,2.0,5.0,0.03,18.6,17.0,Csa,Winter,Male,Office,Naturally Ventilated,0,1.0,0.0
18.6,68.8,1.75,1.6,5.0,0.04,18.6,21.0,Csa,Winter,Female,Office,Naturally Ventilated,0,1.0,0.0
18.6,68.8,1.75,1.9,5.0,0.02,18.6,29.0,Csa,Winter,Female,Office,Naturally Ventilated,-1,1.0,-1.0
18.6,68.8,1.51,1.2,5.0,0.02,18.6,30.0,Csa,Winter,Female,Office,Naturally Ventilated,0,1.0,0.0
21.2,70.6,1.97,1.0,5.0,0.03,21.2,45.0,Csa,Winter,Male,Office,Naturally Ventilated,0,1.0,0.0
21.2,70.6,1.48,2.4,5.0,0.03,21.2,40.0,Csa,Winter,Female,Office,Naturally Ventilated,0,1.0,0.0
21.2,70.6,1.18,1.6,5.0,0.02,21.2,21.0,Csa,Winter,Male,Office,Naturally Ventilated,0,1.0,0.0
21.2,70.6,1.48,2.0,5.0,0.03,21.2,20.0,Csa,Winter,Female,Office,Naturally Ventilated,0,1.0,0.0
21.2,70.6,1.48,1.0,5.0,0.01,21.2,17.0,Csa,Winter,Female,Office,Naturally Ventilated,0,1.0,0.0
20.4,68.3,1.15,1.9,5.0,0.03,20.4,25.0,Csa,Winter,Male,Office,Naturally Ventilated,0,1.0,0.0
20.4,68.3,1.75,1.6,5.0,0.04,20.4,42.0,Csa,Winter,Female,Office,Naturally Ventilated,0,1.0,0.0
20.4,68.3,0.9,1.2,5.0,0.04,20.4,48.0,Csa,Winter,Male,Office,Naturally Ventilated,0,1.0,0.0
20.4,68.3,1.44,2.0,5.0,0.04,20.4,21.0,Csa,Winter,Female,Office,Naturally Ventilated,0,1.0,0.0
20.4,68.3,1.41,1.0,5.0,0.03,20.4,16.0,Csa,Winter,Female,Office,Naturally Ventilated,0,1.0,0.0
20.2,62.2,0.9,2.4,5.0,0.02,20.2,32.0,Csa,Winter,Male,Office,Naturally Ventilated,0,0.0,0.0
20.2,62.2,1.75,1.9,5.0,0.02,20.2,28.0,Csa,Winter,Female,Office,Naturally Ventilated,0,0.0,0.0
20.2,62.2,1.73,1.2,5.0,0.02,20.2,11.0,Csa,Winter,Male,Office,Naturally Ventilated,0,0.0,0.0
21.8,66.8,1.67,2.6,5.0,0.01,21.8,39.0,Csa,Winter,Male,Office,Naturally Ventilated,0,0.0,0.0
21.8,66.8,1.15,2.0,5.0,0.02,21.8,36.0,Csa,Winter,Male,Office,Naturally Ventilated,0,0.0,0.0
21.8,66.8,1.41,2.4,5.0,0.02,21.8,28.0,Csa,Winter,Female,Office,Naturally Ventilated,0,0.0,0.0
21.8,66.8,1.44,1.9,5.0,0.02,21.8,24.0,Csa,Winter,Female,Office,Naturally Ventilated,0,0.0,0.0
21.8,66.8,1.08,1.6,5.0,0.03,21.8,12.0,Csa,Winter,Female,Office,Naturally Ventilated,0,1.0,0.0
21.8,66.8,1.7,1.9,5.0,0.01,21.8,18.0,Csa,Winter,Male,Office,Naturally Ventilated,0,1.0,0.0
21.8,66.8,1.67,2.0,5.0,0.0,21.8,17.0,Csa,Winter,Male,Office,Naturally Ventilated,0,1.0,0.0
21.8,66.8,1.11,1.6,5.0,0.0,21.8,14.0,Csa,Winter,Female,Office,Naturally Ventilated,0,1.0,0.0
21.8,66.8,1.52,2.4,5.0,0.03,21.8,12.0,Csa,Winter,Female,Office,Naturally Ventilated,0,1.0,0.0
21.9,58.8,1.15,2.0,5.0,0.02,21.9,65.0,Csa,Winter,Male,Office,Naturally Ventilated,0,1.0,0.0
21.9,58.8,1.48,1.9,5.0,0.02,21.9,60.0,Csa,Winter,Female,Office,Naturally Ventilated,0,1.0,0.0
21.9,58.8,1.15,2.4,5.0,0.04,21.9,40.0,Csa,Winter,Male,Office,Naturally Ventilated,0,1.0,0.0
21.9,58.8,1.44,1.6,5.0,0.01,21.9,35.0,Csa,Winter,Female,Office,Naturally Ventilated,0,1.0,0.0
21.9,58.8,1.18,2.0,5.0,0.01,21.9,20.0,Csa,Winter,Male,Office,Naturally Ventilated,0,1.0,0.0
21.9,58.8,1.21,1.6,5.0,0.02,21.9,18.0,Csa,Winter,Male,Office,Naturally Ventilated,0,1.0,0.0
21.9,58.8,1.51,1.2,5.0,0.02,21.9,14.0,Csa,Winter,Female,Office,Naturally Ventilated,0,1.0,0.0
19.7,51.5,1.18,1.2,5.0,0.06,19.7,69.0,Csa,Winter,Male,Office,Naturally Ventilated,0,1.0,0.0
19.7,51.5,1.15,1.9,5.0,0.06,19.7,63.0,Csa,Winter,Male,Office,Naturally Ventilated,0,1.0,0.0
19.7,51.5,1.73,2.0,5.0,0.07,19.7,21.0,Csa,Winter,Male,Office,Naturally Ventilated,0,1.0,0.0
19.7,51.5,1.67,1.2,5.0,0.09,19.7,20.0,Csa,Winter,Male,Office,Naturally Ventilated,0,1.0,0.0
21.2,70.9,1.08,1.0,5.0,0.01,21.2,49.0,Csa,Winter,Female,Office,Naturally Ventilated,0,1.0,0.0
21.2,70.9,0.9,1.6,5.0,0.02,21.2,52.0,Csa,Winter,Male,Office,Naturally Ventilated,0,1.0,0.0
21.2,70.9,1.52,1.2,5.0,0.02,21.2,29.0,Csa,Winter,Female,Office,Naturally Ventilated,0,1.0,0.0
21.2,70.9,1.48,2.0,5.0,0.03,21.2,26.0,Csa,Winter,Female,Office,Naturally Ventilated,0,1.0,0.0
21.2,70.9,1.41,1.9,5.0,0.01,21.2,20.0,Csa,Winter,Female,Office,Naturally Ventilated,0,1.0,0.0
21.2,70.9,1.44,1.2,5.0,0.01,21.2,18.0,Csa,Winter,Female,Office,Naturally Ventilated,0,1.0,0.0
18.9,62.0,1.7,0.8,5.0,0.0,18.9,48.0,Csa,Winter,Male,Office,Naturally Ventilated,-1,1.0,-1.0
18.9,62.0,1.75,2.4,5.0,0.0,18.9,39.0,Csa,Winter,Female,Office,Naturally Ventilated,0,1.0,0.0
18.9,62.0,1.67,0.8,5.0,0.03,18.9,20.0,Csa,Winter,Male,Office,Naturally Ventilated,-1,1.0,-1.0
18.9,62.0,1.67,1.0,5.0,0.02,18.9,19.0,Csa,Winter,Male,Office,Naturally Ventilated,0,1.0,0.0
18.9,62.0,1.78,1.9,5.0,0.03,18.9,17.0,Csa,Winter,Female,Office,Naturally Ventilated,0,1.0,0.0
18.9,62.0,2.19,1.2,5.0,0.05,18.9,15.0,Csa,Winter,Female,Office,Naturally Ventilated,0,1.0,0.0
21.1,59.3,1.15,1.6,5.0,0.03,21.1,48.0,Csa,Winter,Male,Office,Naturally Ventilated,0,1.0,0.0
21.1,59.3,1.18,1.0,5.0,0.01,21.1,35.0,Csa,Winter,Male,Office,Naturally Ventilated,0,1.0,0.0
21.1,59.3,1.48,2.0,5.0,0.01,21.1,41.0,Csa,Winter,Female,Office,Naturally Ventilated,0,1.0,0.0
21.1,59.3,1.51,1.6,5.0,0.02,21.1,27.0,Csa,Winter,Female,Office,Naturally Ventilated,0,1.0,0.0
21.1,59.3,1.09,0.8,5.0,0.03,21.1,17.0,Csa,Winter,Male,Office,Naturally Ventilated,0,1.0,0.0
21.1,59.3,1.41,1.2,5.0,0.02,21.1,15.0,Csa,Winter,Female,Office,Naturally Ventilated,0,1.0,0.0
19.1,70.7,1.15,1.9,5.0,0.06,19.1,71.0,Csa,Winter,Male,Office,Naturally Ventilated,0,1.0,0.0
19.1,70.7,1.18,1.6,5.0,0.02,19.1,45.0,Csa,Winter,Male,Office,Naturally Ventilated,0,1.0,0.0
19.1,70.7,1.48,2.4,5.0,0.02,19.1,66.0,Csa,Winter,Female,Office,Naturally Ventilated,-1,1.0,-1.0
19.1,70.7,1.51,1.2,5.0,0.02,19.1,37.0,Csa,Winter,Female,Office,Naturally Ventilated,0,1.0,0.0
19.1,70.7,1.51,1.9,5.0,0.01,19.1,20.0,Csa,Winter,Female,Office,Naturally Ventilated,-1,1.0,-1.0
19.1,70.7,1.67,2.0,5.0,0.02,19.1,17.0,Csa,Winter,Male,Office,Naturally Ventilated,0,1.0,0.0
19.1,70.7,1.7,1.6,5.0,0.02,19.1,16.0,Csa,Winter,Male,Office,Naturally Ventilated,0,1.0,0.0
19.1,70.7,1.15,1.9,5.0,0.03,19.1,15.0,Csa,Winter,Female,Office,Naturally Ventilated,0,1.0,0.0
18.5,63.0,1.7,1.0,5.0,0.04,18.5,61.0,Csa,Winter,Male,Office,Naturally Ventilated,-1,1.0,-1.0
18.5,63.0,1.78,1.6,5.0,0.05,18.5,57.0,Csa,Winter,Female,Office,Naturally Ventilated,-1,1.0,-1.0
18.5,63.0,1.67,1.0,5.0,0.03,18.5,47.0,Csa,Winter,Male,Office,Naturally Ventilated,0,1.0,0.0
18.5,63.0,1.73,2.0,5.0,0.03,18.5,30.0,Csa,Winter,Male,Office,Naturally Ventilated,0,1.0,0.0
18.5,63.0,1.97,1.2,5.0,0.03,18.5,25.0,Csa,Winter,Male,Office,Naturally Ventilated,-1,1.0,-1.0
18.5,63.0,1.67,2.0,5.0,0.04,18.5,20.0,Csa,Winter,Male,Office,Naturally Ventilated,-1,1.0,-1.0
18.5,63.0,1.75,1.9,5.0,0.05,18.5,37.0,Csa,Winter,Female,Office,Naturally Ventilated,0,1.0,0.0
18.5,63.0,2.19,1.0,5.0,0.05,18.5,17.0,Csa,Winter,Female,Office,Naturally Ventilated,0,1.0,0.0
18.5,63.0,2.19,1.2,5.0,0.05,18.5,14.0,Csa,Winter,Female,Office,Naturally Ventilated,0,1.0,0.0
17.1,50.1,2.0,2.4,5.0,0.02,17.1,68.0,Csa,Winter,Male,Office,Naturally Ventilated,-1,1.0,-1.0
17.1,50.1,2.19,1.9,5.0,0.01,17.1,54.0,Csa,Winter,Female,Office,Naturally Ventilated,-1,1.0,-1.0
17.1,50.1,1.97,2.0,5.0,0.0,17.1,34.0,Csa,Winter,Male,Office,Naturally Ventilated,-1,1.0,-1.0
17.1,50.1,1.78,1.6,5.0,0.0,17.1,24.0,Csa,Winter,Female,Office,Naturally Ventilated,-1,1.0,-1.0
17.1,50.1,2.0,1.9,5.0,0.01,17.1,41.0,Csa,Winter,Male,Office,Naturally Ventilated,-1,1.0,-1.0
17.1,50.1,2.0,1.6,5.0,0.01,17.1,32.0,Csa,Winter,Male,Office,Naturally Ventilated,-2,1.0,-1.0
17.2,60.2,1.7,2.4,5.0,0.01,17.2,31.0,Csa,Winter,Male,Office,Naturally Ventilated,-2,1.0,-1.0
17.2,60.2,2.19,2.0,5.0,0.04,17.2,20.0,Csa,Winter,Female,Office,Naturally Ventilated,-1,1.0,-1.0
16.6,57.9,2.0,2.4,5.0,0.0,16.6,48.0,Csa,Winter,Male,Office,Naturally Ventilated,-1,1.0,-1.0
16.6,57.9,1.97,1.9,5.0,0.03,16.6,41.0,Csa,Winter,Male,Office,Naturally Ventilated,-2,1.0,-1.0
16.6,57.9,2.03,2.4,5.0,0.03,16.6,51.0,Csa,Winter,Male,Office,Naturally Ventilated,-1,1.0,-1.0
16.6,57.9,2.19,1.6,5.0,0.02,16.6,40.0,Csa,Winter,Female,Office,Naturally Ventilated,-1,1.0,-1.0
16.6,57.9,1.78,2.0,5.0,0.02,16.6,27.0,Csa,Winter,Female,Office,Naturally Ventilated,-2,1.0,-1.0
16.6,57.9,1.75,1.2,5.0,0.0,16.6,27.0,Csa,Winter,Female,Office,Naturally Ventilated,-2,1.0,-1.0
17.3,79.9,1.97,1.6,5.0,0.02,17.3,75.0,Csa,Winter,Male,Office,Naturally Ventilated,-1,1.0,-1.0
17.3,79.9,2.0,1.0,5.0,0.02,17.3,50.0,Csa,Winter,Male,Office,Naturally Ventilated,-1,1.0,-1.0
17.3,79.9,2.19,1.9,5.0,0.05,17.3,70.0,Csa,Winter,Female,Office,Naturally Ventilated,-1,1.0,-1.0
17.3,79.9,1.78,2.0,5.0,0.0,17.3,40.0,Csa,Winter,Female,Office,Naturally Ventilated,-1,1.0,-1.0
17.3,79.9,1.75,1.6,5.0,0.0,17.3,38.0,Csa,Winter,Female,Office,Naturally Ventilated,-1,1.0,-1.0
17.3,79.9,1.48,1.2,5.0,0.01,17.3,27.0,Csa,Winter,Female,Office,Naturally Ventilated,-2,1.0,-1.0
17.3,79.9,1.51,1.2,5.0,0.0,17.3,21.0,Csa,Winter,Female,Office,Naturally Ventilated,-1,1.0,-1.0
22.1,52.1,1.15,2.4,5.0,0.02,22.1,50.0,Csa,Winter,Male,Office,Naturally Ventilated,0,1.0,0.0
22.1,52.1,1.18,1.0,5.0,0.02,22.1,40.0,Csa,Winter,Male,Office,Naturally Ventilated,0,0.0,0.0
22.1,52.1,1.52,1.2,5.0,0.02,22.1,30.0,Csa,Winter,Female,Office,Naturally Ventilated,0,0.0,0.0
22.1,52.1,1.08,1.0,5.0,0.02,22.1,35.0,Csa,Winter,Female,Office,Naturally Ventilated,1,1.0,1.0
22.1,52.1,1.15,2.0,5.0,0.03,22.1,37.0,Csa,Winter,Male,Office,Naturally Ventilated,0,0.0,0.0
20.9,63.6,1.67,1.2,5.0,0.03,20.9,28.0,Csa,Winter,Male,Office,Naturally Ventilated,0,1.0,0.0
20.9,63.6,1.76,1.9,5.0,0.01,20.9,48.0,Csa,Winter,Male,Office,Naturally Ventilated,0,1.0,0.0
20.9,63.6,1.48,1.6,5.0,0.02,20.9,20.0,Csa,Winter,Female,Office,Naturally Ventilated,0,1.0,0.0
20.9,63.6,1.11,1.2,5.0,0.01,20.9,29.0,Csa,Winter,Female,Office,Naturally Ventilated,0,1.0,0.0
20.9,63.6,1.44,2.4,5.0,0.01,20.9,26.0,Csa,Winter,Female,Office,Naturally Ventilated,0,1.0,0.0
20.9,63.6,1.67,1.6,5.0,0.04,20.9,27.0,Csa,Winter,Male,Office,Naturally Ventilated,0,0.0,0.0
20.9,63.6,1.67,1.0,5.0,0.05,20.9,31.0,Csa,Winter,Male,Office,Naturally Ventilated,0,1.0,0.0
16.3,52.1,2.0,1.0,5.0,0.02,16.3,41.0,Csa,Winter,Male,Office,Naturally Ventilated,-2,1.0,-1.0
16.3,52.1,1.78,1.9,5.0,0.02,16.3,31.0,Csa,Winter,Female,Office,Naturally Ventilated,-2,1.0,-1.0
16.3,52.1,1.73,0.8,5.0,0.02,16.3,45.0,Csa,Winter,Male,Office,Naturally Ventilated,-2,1.0,-1.0
16.3,52.1,1.73,2.4,5.0,0.03,16.3,49.0,Csa,Winter,Male,Office,Naturally Ventilated,-1,1.0,-1.0
16.3,52.1,2.19,1.2,5.0,0.02,16.3,33.0,Csa,Winter,Female,Office,Naturally Ventilated,-2,1.0,-1.0
19.6,72.5,1.67,1.2,5.0,0.03,19.6,48.0,Csa,Winter,Male,Office,Naturally Ventilated,0,1.0,0.0
19.6,72.5,1.67,0.8,5.0,0.01,19.6,22.0,Csa,Winter,Male,Office,Naturally Ventilated,-1,1.0,-1.0
19.6,72.5,1.41,2.0,5.0,0.01,19.6,27.0,Csa,Winter,Female,Office,Naturally Ventilated,-1,1.0,-1.0
19.6,72.5,1.48,1.0,5.0,0.04,19.6,32.0,Csa,Winter,Female,Office,Naturally Ventilated,0,1.0,0.0
19.6,72.5,1.78,1.2,5.0,0.04,19.6,41.0,Csa,Winter,Female,Office,Naturally Ventilated,0,1.0,0.0
19.6,72.5,1.7,1.6,5.0,0.04,19.6,40.0,Csa,Winter,Male,Office,Naturally Ventilated,0,1.0,0.0
19.6,72.5,1.75,1.0,5.0,0.02,19.6,52.0,Csa,Winter,Female,Office,Naturally Ventilated,-1,1.0,-1.0
20.3,68.9,1.15,1.2,5.0,0.03,20.3,75.0,Csa,Winter,Male,Office,Naturally Ventilated,0,1.0,0.0
20.3,68.9,1.18,0.8,5.0,0.03,20.3,60.0,Csa,Winter,Male,Office,Naturally Ventilated,0,1.0,0.0
20.3,68.9,0.9,2.0,5.0,0.03,20.3,40.0,Csa,Winter,Male,Office,Naturally Ventilated,0,0.0,0.0
20.3,68.9,1.78,1.9,5.0,0.05,20.3,27.0,Csa,Winter,Female,Office,Naturally Ventilated,0,1.0,0.0
20.3,68.9,2.19,1.0,5.0,0.05,20.3,16.0,Csa,Winter,Female,Office,Naturally Ventilated,0,1.0,0.0
20.3,68.9,1.75,0.8,5.0,0.04,20.3,14.0,Csa,Winter,Female,Office,Naturally Ventilated,0,1.0,0.0
20.1,65.1,1.15,2.4,5.0,0.05,20.1,55.0,Csa,Winter,Male,Office,Naturally Ventilated,0,1.0,0.0
20.1,65.1,0.9,1.2,5.0,0.06,20.1,32.0,Csa,Winter,Male,Office,Naturally Ventilated,0,1.0,0.0
20.1,65.1,1.44,1.6,5.0,0.06,20.1,37.0,Csa,Winter,Female,Office,Naturally Ventilated,0,1.0,0.0
20.1,65.1,1.41,0.8,5.0,0.06,20.1,30.0,Csa,Winter,Female,Office,Naturally Ventilated,0,1.0,0.0
20.3,66.7,1.73,2.0,5.0,0.02,20.3,28.0,Csa,Winter,Male,Office,Naturally Ventilated,0,1.0,0.0
20.3,66.7,1.7,1.0,5.0,0.04,20.3,41.0,Csa,Winter,Male,Office,Naturally Ventilated,0,1.0,0.0
20.3,66.7,1.67,1.9,5.0,0.03,20.3,55.0,Csa,Winter,Male,Office,Naturally Ventilated,0,1.0,0.0
20.3,66.7,1.18,1.6,5.0,0.03,20.3,35.0,Csa,Winter,Male,Office,Naturally Ventilated,0,1.0,0.0
20.3,66.7,1.51,2.4,5.0,0.04,20.3,70.0,Csa,Winter,Female,Office,Naturally Ventilated,0,1.0,0.0
20.3,66.7,1.52,0.8,5.0,0.02,20.3,58.0,Csa,Winter,Female,Office,Naturally Ventilated,0,1.0,0.0
20.5,59.8,0.5,1.25,13.0,0.16,23.2800303004415,25.0,Cfa,Winter,Female,Office,Mixed Mode,0,0.0,0.0
22.7,50.0,0.71,1.4,13.0,0.12,23.2800303004415,35.0,Cfa,Winter,Male,Office,Mixed Mode,0,0.0,0.0
22.9,48.7,0.54,1.2,13.0,0.07,23.2800303004415,55.0,Cfa,Winter,Female,Office,Mixed Mode,1,-1.0,1.0
19.8,57.6,0.63,1.1,13.0,0.11,23.2800303004415,35.0,Cfa,Winter,Male,Office,Mixed Mode,-1,1.0,-1.0
20.4,57.4,0.85,1.2,13.0,0.03,23.2800303004415,45.0,Cfa,Winter,Male,Office,Mixed Mode,-2,1.0,-1.0
22.7,49.5,0.45,1.3,13.0,0.09,23.2800303004415,65.0,Cfa,Winter,Female,Office,Mixed Mode,-1,1.0,-1.0
22.9,50.2,0.46,1.1,13.0,0.12,23.2800303004415,55.0,Cfa,Winter,Male,Office,Mixed Mode,1,-1.0,1.0
20.3,58.3,0.53,1.4,13.0,0.08,23.2800303004415,55.0,Cfa,Winter,Female,Office,Mixed Mode,0,1.0,0.0
22.8,51.8,0.46,1.0,13.0,0.07,23.2800303004415,55.0,Cfa,Winter,Male,Office,Mixed Mode,1,0.0,1.0
18.7,65.6,0.84,1.4,13.0,0.1,23.2800303004415,45.0,Cfa,Winter,Male,Office,Mixed Mode,0,0.0,0.0
22.4,55.2,0.5,1.3,13.0,0.11,23.2800303004415,25.0,Cfa,Winter,Female,Office,Mixed Mode,1,0.0,1.0
22.4,55.3,0.8,1.3,13.0,0.05,23.2800303004415,65.0,Cfa,Winter,Female,Office,Mixed Mode,0,0.0,0.0
25.2,45.5,0.43,1.3,13.0,0.13,23.2800303004415,45.0,Cfa,Winter,Female,Office,Mixed Mode,2,-1.0,1.0
23.5,49.8,0.55,1.0,13.0,0.14,23.2800303004415,55.0,Cfa,Winter,Male,Office,Mixed Mode,0,0.0,0.0
22.9,49.9,0.46,1.4,13.0,0.11,23.2800303004415,35.0,Cfa,Winter,Female,Office,Mixed Mode,-1,0.0,-1.0
22.8,52.2,0.38,1.1,13.0,0.07,23.2800303004415,45.0,Cfa,Winter,Male,Office,Mixed Mode,0,0.0,0.0
23.8,47.4,0.52,1.1,13.0,0.08,23.2800303004415,35.0,Cfa,Winter,Male,Office,Mixed Mode,-1,0.0,-1.0
25.6,45.2,0.38,1.3,13.0,0.12,23.2800303004415,45.0,Cfa,Winter,Female,Office,Mixed Mode,3,-1.0,1.0
23.7,48.9,0.48,1.1,13.0,0.04,23.2800303004415,25.0,Cfa,Winter,Female,Office,Mixed Mode,0,0.0,0.0
22.8,52.7,0.55,1.1,13.0,0.1,23.2800303004415,35.0,Cfa,Winter,Female,Office,Mixed Mode,0,0.0,0.0
23.4,43.9,0.48,1.1,13.0,0.03,23.2800303004415,25.0,Cfa,Winter,Female,Office,Mixed Mode,0,0.0,0.0
20.8,49.6,1.01,1.1,13.0,0.04,23.2800303004415,55.0,Cfa,Winter,Female,Office,Mixed Mode,-1,1.0,-1.0
21.0,50.7,0.38,1.1,13.0,0.07,23.2800303004415,45.0,Cfa,Winter,Male,Office,Mixed Mode,0,0.0,0.0
22.9,43.5,0.52,1.1,13.0,0.07,23.2800303004415,35.0,Cfa,Winter,Male,Office,Mixed Mode,-1,0.0,-1.0
23.2,44.0,0.4,1.1,13.0,0.05,23.2800303004415,45.0,Cfa,Winter,Female,Office,Mixed Mode,3,-1.0,1.0
20.7,50.7,0.63,1.1,13.0,0.11,23.2800303004415,35.0,Cfa,Winter,Male,Office,Mixed Mode,-1,1.0,-1.0
21.4,51.7,0.5,1.3,13.0,0.17,23.2800303004415,25.0,Cfa,Winter,Female,Office,Mixed Mode,1,0.0,1.0
20.4,53.6,0.93,1.1,13.0,0.08,23.2800303004415,55.0,Cfa,Winter,Female,Office,Mixed Mode,-2,1.0,-1.0
25.0,41.3,0.46,1.1,13.0,0.07,23.2800303004415,45.0,Cfa,Winter,Female,Office,Mixed Mode,1,0.0,1.0
21.7,45.5,0.46,1.4,13.0,0.09,23.2800303004415,35.0,Cfa,Winter,Female,Office,Mixed Mode,-1,0.0,-1.0
24.2,41.7,0.49,1.4,13.0,0.11,23.2800303004415,55.0,Cfa,Winter,Male,Office,Mixed Mode,1,-1.0,1.0
21.8,49.9,0.59,1.1,13.0,0.08,23.2800303004415,35.0,Cfa,Winter,Female,Office,Mixed Mode,0,0.0,0.0
21.1,41.9,0.95,1.1,13.0,0.24,23.2800303004415,55.0,Cfa,Winter,Female,Office,Mixed Mode,-1,0.0,-1.0
22.8,42.2,0.55,1.1,13.0,0.11,23.2800303004415,35.0,Cfa,Winter,Male,Office,Mixed Mode,0,0.0,0.0
21.7,45.7,0.85,1.3,13.0,0.09,23.2800303004415,65.0,Cfa,Winter,Female,Office,Mixed Mode,0,0.0,0.0
24.6,36.7,0.54,1.2,13.0,0.06,23.2800303004415,55.0,Cfa,Winter,Female,Office,Mixed Mode,1,-1.0,1.0
22.0,39.4,0.59,1.4,13.0,0.1,23.2800303004415,35.0,Cfa,Winter,Female,Office,Mixed Mode,-1,0.0,-1.0
22.8,42.1,0.55,1.1,13.0,0.14,23.2800303004415,45.0,Cfa,Winter,Male,Office,Mixed Mode,0,0.0,0.0
22.0,44.0,0.94,1.2,13.0,0.08,23.2800303004415,45.0,Cfa,Winter,Male,Office,Mixed Mode,-2,1.0,-1.0
